Id,City Name,State Name,latitude,longitude,year,month,day,Pollution Level,AQI Level,Vulnerable Population,Hospital Admissions,Renewable Energy Source,Particulate Matter,Nitrogen Oxides,Sulfur Dioxide,Ozone,Carbon Monoxide
246,Palm Bay,Florida,28.0345,-80.5887,2016,1,1,45,82,Children,3,Wind power,7,25,4,75,6
247,Port St. Lucie,Florida,27.273,-80.3582,2016,1,1,39,76,Elderly,2,Solar power,6,24,4,72,5
248,Atlanta,Georgia,33.7489,-84.3881,2016,1,1,52,85,Children,2,Wind power,6,22,3,61,3
249,Augusta,Georgia,33.4735,-82.0105,2016,1,1,39,71,Elderly,0,Solar power,4,16,2,47,2
250,Columbus,Georgia,32.4605,-84.9877,2016,1,1,29,63,Pregnant women,1,Wind power,3,11,2,36,2
251,Savannah,Georgia,32.0835,-81.0998,2016,1,1,28,62,Children,0,Solar power,3,12,2,34,2
252,Athens,Georgia,33.9608,-83.3779,2016,1,1,32,66,Elderly,1,Wind power,4,14,3,46,3
253,Macon,Georgia,32.8407,-83.6324,2016,1,1,44,76,Pregnant women,2,Solar power,5,17,3,53,3
254,Roswell,Georgia,34.0232,-84.3616,2016,1,1,38,70,Children,1,Wind power,4,15,2,45,2
255,Albany,Georgia,31.5785,-84.1557,2016,1,1,36,68,Elderly,0,Solar power,4,14,3,48,3
256,Johns Creek,Georgia,34.0289,-84.1986,2016,1,1,44,76,Pregnant women,2,Wind power,5,17,2,54,2
257,Warner Robins,Georgia,32.613,-83.6242,2016,1,1,30,64,Children,1,Solar power,3,11,2,37,2
258,Valdosta,Georgia,30.8327,-83.2785,2016,1,1,32,66,Elderly,0,Wind power,4,14,2,44,2
259,Brookhaven,Georgia,33.8651,-84.3366,2016,1,1,45,77,Pregnant women,2,Solar power,5,18,3,55,3
260,Macon,Georgia,32.8407,-83.6324,2016,1,1,34,67,Children,2,Solar power,4,17,2,54,3
261,Sandy Springs,Georgia,33.9316,-84.3634,2016,1,1,27,58,Elderly,0,Wind power,2,14,1,43,2
262,Roswell,Georgia,34.0232,-84.3616,2016,1,1,24,54,Pregnant women,1,Solar power,3,12,1,39,2
263,Warner Robins,Georgia,32.6182,-83.6242,2016,1,1,36,70,Children,3,Wind power,4,20,3,57,4
264,Valdosta,Georgia,30.8327,-83.2785,2016,1,1,39,72,Elderly,2,Solar power,4,22,2,63,3
265,Albany,Georgia,31.5785,-84.1557,2016,1,1,31,64,Pregnant women,0,Wind power,3,16,2,50,2
266,Athens,Georgia,33.9519,-83.3576,2016,1,1,28,59,Children,1,Solar power,3,14,1,43,2
267,Augusta,Georgia,33.4709,-81.9748,2016,1,1,32,66,Elderly,2,Wind power,4,18,3,54,3
268,Columbus,Georgia,32.4609,-84.9877,2016,1,1,33,66,Pregnant women,1,Solar power,4,17,2,52,3
269,Savannah,Georgia,32.0809,-81.0912,2016,1,1,29,60,Children,1,Wind power,3,15,1,46,2
270,Macon,Georgia,32.8407,-83.6324,2016,1,2,37,71,Elderly,2,Solar power,4,19,3,57,3
271,Sandy Springs,Georgia,33.9316,-84.3634,2016,1,2,29,59,Pregnant women,1,Wind power,3,15,1,45,2
272,Kennesaw,Georgia,34.0234,-84.6155,2016,1,1,25,63,Children,2,Solar power,5,17,2,55,3
273,Alpharetta,Georgia,34.0754,-84.2941,2016,1,1,40,76,Elderly,0,Wind power,4,18,3,61,4
274,Columbus,Georgia,32.4609,-84.9877,2016,1,1,32,68,Pregnant women,3,Solar power,3,16,2,57,3
275,Lawrenceville,Georgia,33.9562,-83.9879,2016,1,1,28,65,Children,1,Wind power,5,20,2,54,3
276,Athens,Georgia,33.9609,-83.3779,2016,1,1,22,60,Elderly,0,Solar power,4,15,3,56,2
277,Roswell,Georgia,34.0233,-84.3616,2016,1,1,38,73,Pregnant women,2,Wind power,3,17,2,60,4
278,Augusta,Georgia,33.4735,-82.0105,2016,1,1,35,71,Children,3,Solar power,4,19,3,58,4
279,Savannah,Georgia,32.0809,-81.0912,2016,1,1,28,65,Elderly,1,Wind power,5,21,2,56,3
280,Macon,Georgia,32.8407,-83.6324,2016,1,1,30,67,Pregnant women,0,Solar power,3,16,3,58,3
281,Valdosta,Georgia,30.8327,-83.2785,2016,1,1,36,72,Children,2,Wind power,5,22,2,57,4
282,Honolulu,Hawaii,21.3069,-157.8583,2016,1,1,12,50,Children,0,Solar power,1,5,0,23,0
283,Hilo,Hawaii,19.7079,-155.081,2016,1,1,10,45,Elderly,0,Wind power,2,7,0,28,1
284,Kailua,Hawaii,19.6517,-155.9942,2016,1,1,8,39,Pregnant women,0,Solar power,1,4,0,18,0
285,Kaneohe,Hawaii,21.4089,-157.7996,2016,1,1,11,48,Children,0,Wind power,2,6,0,20,0
286,Kihei,Hawaii,20.7644,-156.445,2016,1,1,13,52,Elderly,0,Solar power,1,4,0,25,0
287,Lahaina,Hawaii,20.8783,-156.6825,2016,1,1,15,57,Pregnant women,0,Wind power,3,9,0,32,1
288,Makawao,Hawaii,20.8494,-156.3081,2016,1,1,10,45,Children,0,Solar power,1,5,0,21,0
289,Paia,Hawaii,20.9111,-156.3739,2016,1,1,8,39,Elderly,0,Wind power,2,7,0,18,0
290,Wailuku,Hawaii,20.8911,-156.5047,2016,1,1,11,48,Pregnant women,0,Solar power,2,6,0,23,1
291,Waipahu,Hawaii,21.3917,-158.0092,2016,1,1,12,50,Children,0,Wind power,2,8,0,20,0
292,Honolulu,Hawaii,21.3069,-157.8583,2016,2,1,14,55,Elderly,1,Solar power,2,6,0,25,0
293,Honolulu,Hawaii,21.3069,-157.8583,2016,1,1,13,50,Elderly,4,Solar power,5,14,1,41,1
294,Hilo,Hawaii,19.7297,-155.09,2016,1,1,10,43,Children,1,Wind power,2,12,1,33,1
295,Kailua,Hawaii,21.4022,-157.7394,2016,1,1,17,59,Pregnant women,2,Solar power,3,15,2,45,2
296,Kaneohe,Hawaii,21.4148,-157.8036,2016,1,1,11,45,Elderly,3,Wind power,4,13,2,37,2
297,Kihei,Hawaii,20.7644,-156.445,2016,1,1,8,35,Children,0,Solar power,1,10,1,28,1
298,Lahaina,Hawaii,20.8783,-156.6825,2016,1,1,9,40,Pregnant women,1,Wind power,2,11,1,32,1
299,Lihue,Hawaii,21.9797,-159.3711,2016,1,1,15,54,Elderly,2,Solar power,3,14,2,40,2
300,Mililani Town,Hawaii,21.4505,-158.0245,2016,1,1,14,52,Children,1,Wind power,2,13,2,37,2
301,Pearl City,Hawaii,21.3972,-157.9733,2016,1,1,12,47,Pregnant women,2,Solar power,3,12,2,35,2
302,Wahiawa,Hawaii,21.5034,-158.0231,2016,1,1,18,61,Elderly,3,Wind power,4,15,2,42,2
303,Waianae,Hawaii,21.4494,-158.1784,2016,1,1,19,63,Children,1,Solar power,2,14,2,40,2
304,Boise,Idaho,43.6166,-116.2008,2016,1,1,24,54,Children,4,Solar power,12,8,2,33,5
305,Meridian,Idaho,43.6121,-116.3915,2016,1,1,26,58,Elderly,6,Wind power,16,12,3,38,6
306,Nampa,Idaho,43.5787,-116.5654,2016,1,1,31,64,Pregnant women,3,Solar power,19,15,4,44,7
307,Caldwell,Idaho,43.6629,-116.6874,2016,1,1,28,61,Children,2,Wind power,15,11,3,40,6
308,Idaho Falls,Idaho,43.5008,-112.0361,2016,1,1,18,51,Elderly,1,Solar power,10,7,2,27,4
309,Pocatello,Idaho,42.8713,-112.4455,2016,1,1,20,53,Pregnant women,2,Wind power,11,8,2,30,5
310,Twin Falls,Idaho,42.57,-114.4609,2016,1,1,32,65,Children,5,Solar power,20,16,4,48,8
311,Lewiston,Idaho,46.4165,-117.0177,2016,1,1,22,56,Elderly,1,Wind power,13,9,2,36,6
312,Moscow,Idaho,46.7324,-117.0002,2016,1,1,17,50,Pregnant women,0,Solar power,9,6,2,25,4
313,Rexburg,Idaho,43.8231,-111.7924,2016,1,1,19,52,Children,3,Wind power,10,7,2,28,4
314,Coeur d Alene,Idaho,47.6777,-116.7805,2016,1,1,21,55,Elderly,2,Solar power,11,8,2,32,5
315,Ammon,Idaho,43.4719,-111.9568,2016,1,1,23,53,Pregnant women,1,Wind power,12,9,3,33,5
316,Chicago,Illinois,41.8781,-87.6298,2016,1,1,65,75,Children,10,Solar power,8,32,17,48,9
317,Naperville,Illinois,41.7508,-88.1535,2016,1,2,48,60,Elderly,3,Wind power,7,23,14,40,7
318,Peoria,Illinois,40.6936,-89.5889,2016,1,3,35,55,Pregnant women,4,Solar power,5,16,11,28,5
319,Aurora,Illinois,41.7606,-88.3201,2016,1,4,42,57,Respiratory problems,7,Hydroelectric,6,19,12,35,6
320,Rockford,Illinois,42.2711,-89.0939,2016,1,5,51,62,Children,6,Solar power,9,26,14,41,7
321,Elgin,Illinois,42.0354,-88.2826,2016,1,6,46,58,Elderly,2,Wind power,8,22,12,38,8
322,Joliet,Illinois,41.525,-88.0817,2016,1,7,53,64,Pregnant women,5,Solar power,10,28,15,44,8
323,Waukegan,Illinois,42.3636,-87.8448,2016,1,8,57,68,Respiratory problems,3,Hydroelectric,11,31,17,50,9
324,Champaign,Illinois,40.1164,-88.2434,2016,1,9,33,54,Children,1,Solar power,4,15,9,26,4
325,Bloomington,Illinois,40.4842,-88.9937,2016,1,10,40,56,Elderly,2,Wind power,5,18,10,32,5
326,Decatur,Illinois,39.8403,-88.9548,2016,1,11,38,55,Pregnant women,4,Solar power,6,17,8,27,8
327,Chicago,Illinois,41.8781,-87.6298,2016,1,1,58,70,Low income,65,Solar power,6,24,14,37,8
328,Springfield,Illinois,39.7817,-89.6501,2016,1,2,68,82,Elderly,10,Wind power,8,29,11,45,11
329,Aurora,Illinois,41.7606,-88.3201,2016,1,3,48,60,Children,22,Solar power,4,19,8,27,6
330,Peoria,Illinois,40.6936,-89.5889,2016,1,4,72,87,Low income,16,Wind power,12,36,10,52,14
331,Rockford,Illinois,42.2711,-89.0937,2016,1,5,55,65,Elderly,8,Solar power,7,26,10,33,9
332,Joliet,Illinois,41.525,-88.0817,2016,1,6,43,54,Children,25,Wind power,5,17,7,23,5
333,Evanston,Illinois,42.0451,-87.6877,2016,1,7,64,78,Low income,11,Solar power,8,33,12,44,10
334,Decatur,Illinois,39.8403,-88.9548,2016,1,8,75,90,Elderly,18,Wind power,11,41,13,59,15
335,Elgin,Illinois,42.0354,-88.2826,2016,1,9,51,62,Children,29,Solar power,3,15,6,19,4
336,Bloomington,Illinois,40.4842,-88.9937,2016,1,10,67,81,Low income,15,Wind power,9,31,12,47,12
337,Champaign,Illinois,40.1164,-88.2434,2016,1,11,58,70,Elderly,13,Solar power,5,22,9,29,7
338,Moline,Illinois,41.5067,-90.5151,2016,1,12,62,76,Children,17,Wind power,6,27,11,36,8
339,Indianapolis,Indiana,39.7684,-86.1581,2016,1,1,35,50,Children,18,Wind power,15,25,5,20,30
340,Fort Wayne,Indiana,41.0793,-85.1394,2016,1,2,40,55,Elderly,27,Solar power,20,30,10,15,25
341,Evansville,Indiana,37.9716,-87.5711,2016,1,3,50,60,Pregnant women,9,Hydroelectric,25,20,15,10,20
342,South Bend,Indiana,41.6764,-86.2513,2016,1,4,45,55,Children,22,Wind power,15,20,10,25,35
343,Carmel,Indiana,39.9784,-86.118,2016,1,5,30,45,Elderly,13,Solar power,10,30,5,20,25
344,Fishers,Indiana,39.9568,-86.0134,2016,1,6,25,40,Pregnant women,9,Wind power,10,15,5,15,20
345,Mishawaka,Indiana,41.6619,-86.1586,2016,1,7,35,50,Children,18,Solar power,15,25,10,20,30
346,Gary,Indiana,41.5934,-87.3464,2016,1,8,50,60,Elderly,22,Hydroelectric,30,40,20,25,35
347,Hammond,Indiana,41.5834,-87.5005,2016,1,9,45,55,Pregnant women,18,Wind power,25,35,15,20,30
348,Greenwood,Indiana,39.6137,-86.1067,2016,1,10,30,45,Children,13,Solar power,10,20,5,15,20
349,Elkhart,Indiana,41.6819,-85.9767,2016,1,11,25,40,Elderly,9,Wind power,10,15,5,10,15
350,Goshen,Indiana,41.5823,-85.8344,2016,1,12,35,50,Elderly,13,Wind power,12,10,4,15,20
351,Indianapolis,Indiana,39.7684,-86.1581,2016,1,1,51,63,Children,18,Wind power,6,32,18,42,11
352,Fort Wayne,Indiana,41.0793,-85.1394,2016,1,1,57,69,Elderly,13,Solar power,8,25,21,34,15
353,Evansville,Indiana,37.9716,-87.5711,2016,1,1,62,74,Low income,19,Hydroelectric,10,40,23,45,17
354,South Bend,Indiana,41.6764,-86.252,2016,1,1,48,61,Pregnant women,9,Nuclear power,7,28,17,38,10
355,Gary,Indiana,41.5934,-87.3464,2016,1,1,67,80,Children,22,Wind power,12,45,29,55,22
356,Hammond,Indiana,41.5834,-87.5,2016,1,1,55,67,Low income,15,Solar power,9,36,20,48,12
357,Bloomington,Indiana,39.1653,-86.5264,2016,1,1,46,59,Elderly,10,Hydroelectric,5,22,16,35,8
358,Muncie,Indiana,40.1934,-85.3864,2016,1,1,52,64,Pregnant women,11,Nuclear power,6,30,19,40,11
359,Terre Haute,Indiana,39.4667,-87.4139,2016,1,1,58,70,Children,17,Wind power,9,39,22,46,15
360,Anderson,Indiana,40.1053,-85.6803,2016,1,1,54,66,Low income,14,Solar power,8,34,18,45,13
361,Elkhart,Indiana,41.6817,-85.9767,2016,1,1,50,63,Elderly,12,Hydroelectric,6,28,17,38,9
362,Des Moines,Iowa,41.5868,-93.625,2016,1,1,5,55,Elderly,9,Wind power,20,35,25,15,30
363,Cedar Rapids,Iowa,42.0083,-91.6441,2016,1,1,3,45,Children,4,Solar power,15,25,20,10,20
364,Waterloo,Iowa,42.4928,-92.3426,2016,1,1,7,65,Low income,13,Wind power,25,30,30,20,35
365,Sioux City,Iowa,42.4963,-96.405,2016,1,1,6,60,Low income,7,Hydroelectric,30,25,20,25,40
366,Davenport,Iowa,41.5236,-90.5776,2016,1,1,4,50,Elderly,10,Wind power,15,20,25,15,25
367,Council Bluffs,Iowa,41.2619,-95.8608,2016,1,1,8,70,Children,5,Solar power,35,30,25,35,45
368,Dubuque,Iowa,42.5006,-90.6646,2016,1,1,5,55,Low income,9,Wind power,20,25,20,15,30
369,Fort Dodge,Iowa,42.4975,-94.168,2016,1,1,7,65,Elderly,8,Hydroelectric,30,30,25,30,35
370,Ames,Iowa,42.0347,-93.6199,2016,1,1,6,60,Low income,12,Solar power,25,20,30,25,40
371,Burlington,Iowa,40.8075,-91.1129,2016,1,1,4,50,Children,6,Wind power,15,25,20,15,25
372,Clinton,Iowa,41.8445,-90.2425,2016,1,1,5,55,Elderly,9,Solar power,20,30,25,20,35
373,Des Moines,Iowa,41.5868,-93.625,2016,1,1,32,59,Elderly,6,Wind power,4,13,6,45,1
374,Cedar Rapids,Iowa,41.9779,-91.6656,2016,2,2,28,63,Children,3,Wind power,3,12,4,43,2
375,Sioux City,Iowa,42.4997,-96.4003,2016,3,3,34,68,Pregnant women,4,Solar power,5,14,7,47,1
376,Waterloo,Iowa,42.4928,-92.3439,2016,4,4,27,61,Low income,2,Wind power,2,11,3,42,1
377,Council Bluffs,Iowa,41.2619,-95.8608,2016,5,5,29,63,Elderly,3,Solar power,3,12,4,43,2
378,Ames,Iowa,42.0347,-93.6199,2016,6,6,25,58,Children,2,Wind power,2,11,3,42,1
379,Dubuque,Iowa,42.5006,-90.6646,2016,7,7,26,60,Pregnant women,3,Solar power,2,10,2,41,1
380,Ankeny,Iowa,41.7297,-93.6058,2016,8,8,27,61,Low income,2,Wind power,2,11,3,42,1
381,Marshalltown,Iowa,42.0495,-92.908,2016,9,9,29,63,Elderly,3,Solar power,3,12,4,43,2
382,Fort Dodge,Iowa,42.4975,-94.168,2016,10,10,26,60,Children,2,Wind power,2,11,3,42,1
383,Ottumwa,Iowa,41.0169,-92.4141,2016,11,11,28,63,Pregnant women,3,Solar power,3,12,4,43,2
384,Wichita,Kansas,37.6872,-97.3301,2016,1,1,45,150,Children,2,Wind power,12,15,7,35,8
385,Overland Park,Kansas,38.9822,-94.6708,2016,1,2,37,130,Elderly,1,Wind power,9,11,4,31,6
386,Kansas City,Kansas,39.1142,-94.6275,2016,1,3,58,180,Pregnant women,4,Solar power,18,23,10,43,12
387,Topeka,Kansas,39.0473,-95.6752,2016,1,4,40,135,Children,3,Wind power,13,17,8,36,9
388,Olathe,Kansas,38.8814,-94.8191,2016,1,5,42,140,Elderly,2,Wind power,10,12,5,33,7
389,Lawrence,Kansas,38.9717,-95.2353,2016,1,6,55,170,Pregnant women,3,Solar power,16,20,9,40,11
390,Shawnee,Kansas,39.0228,-94.7152,2016,1,7,46,155,Children,2,Wind power,14,16,7,38,8
391,Manhattan,Kansas,39.1836,-96.5717,2016,1,8,39,133,Elderly,1,Wind power,9,11,4,31,6
392,Lenexa,Kansas,38.9536,-94.7336,2016,1,9,41,138,Pregnant women,2,Solar power,12,14,6,35,7
393,Salina,Kansas,38.8403,-97.6114,2016,1,10,57,178,Children,4,Wind power,15,19,10,42,12
394,Hutchinson,Kansas,38.0608,-97.9298,2016,1,11,50,160,Elderly,3,Wind power,11,13,6,34,9
395,Wichita,Kansas,37.6872,-97.3301,2016,9,14,32,53,Elderly,15,Solar power,25,30,10,45,12
396,Topeka,Kansas,39.0473,-95.6752,2016,10,5,42,65,Children,19,Wind power,20,33,8,52,17
397,Lawrence,Kansas,38.9717,-95.2353,2016,11,22,38,57,Low income,11,Solar power,22,27,15,49,8
398,Salina,Kansas,38.8403,-97.6114,2016,12,1,30,50,Elderly,9,Wind power,18,23,11,43,10
399,Hutchinson,Kansas,38.0608,-97.9298,2016,6,18,29,48,Low income,9,Solar power,23,29,9,46,14
400,Dodge City,Kansas,37.7528,-100.0171,2016,7,25,41,64,Children,16,Wind power,17,28,7,54,16
401,Manhattan,Kansas,39.1836,-96.5717,2016,8,12,35,58,Elderly,12,Solar power,21,26,12,50,11
402,Liberal,Kansas,37.0431,-100.921,2016,11,1,47,72,Low income,13,Wind power,26,32,13,55,20
403,Emporia,Kansas,38.4043,-96.1819,2016,10,2,34,56,Children,10,Solar power,19,24,11,48,9
404,Garden City,Kansas,37.9717,-100.8724,2016,12,7,44,67,Elderly,14,Wind power,22,30,12,52,15
405,Louisville,Kentucky,38.2527,-85.7585,2016,1,1,20,50,Children,4,Wind power,5,10,5,15,5
406,Lexington,Kentucky,38.0406,-84.5037,2016,1,2,25,60,Elderly,6,Solar power,10,20,15,20,10
407,Bowling Green,Kentucky,36.9685,-86.4808,2016,1,3,18,45,Pregnant women,2,Wind power,8,15,10,18,7
408,Owensboro,Kentucky,37.7749,-87.1133,2016,1,4,22,55,Respiratory problems,3,Solar power,12,22,12,22,11
409,Covington,Kentucky,39.0837,-84.5086,2016,1,5,30,70,Children,5,Wind power,14,25,14,30,12
410,Hopkinsville,Kentucky,36.8656,-87.4886,2016,1,6,28,65,Elderly,4,Solar power,15,30,12,27,14
411,Paducah,Kentucky,37.0834,-88.6,2016,1,7,25,60,Pregnant women,3,Wind power,10,20,8,22,10
412,Madisonville,Kentucky,37.3286,-87.4999,2016,1,8,20,50,Respiratory problems,2,Solar power,8,15,7,20,7
413,Georgetown,Kentucky,38.2098,-84.5588,2016,1,9,18,45,Children,1,Wind power,7,12,6,15,5
414,Nicholasville,Kentucky,37.8808,-84.573,2016,1,10,22,55,Elderly,3,Solar power,10,18,9,20,9
415,Winchester,Kentucky,37.9901,-84.1797,2016,1,11,30,70,Pregnant women,6,Wind power,15,28,16,30,15
416,Baton Rouge,Louisiana,30.4515,-91.1871,2016,1,1,47,55,Children,28,Solar power,11,23,8,47,5
417,Shreveport,Louisiana,32.5252,-93.7502,2016,1,1,51,59,Elderly,20,Wind power,16,27,9,48,6
418,New Orleans,Louisiana,29.9511,-90.0715,2016,1,1,48,56,Children,33,Biomass,14,26,9,49,6
419,Lafayette,Louisiana,30.2241,-92.0198,2016,1,1,42,50,Elderly,18,Hydroelectric,13,21,7,44,5
420,Lake Charles,Louisiana,30.213,-93.2044,2016,1,1,52,60,Children,25,Solar power,17,29,10,51,6
421,Monroe,Louisiana,32.5093,-92.1193,2016,1,1,45,53,Elderly,21,Biomass,15,26,8,46,5
422,Alexandria,Louisiana,31.3113,-92.4451,2016,1,1,49,57,Children,22,Wind power,16,28,9,50,6
423,Houma,Louisiana,29.5958,-90.7195,2016,1,1,44,52,Elderly,17,Hydroelectric,12,24,8,45,5
424,Kenner,Louisiana,30.0198,-90.2549,2016,1,1,46,54,Children,27,Solar power,13,24,8,46,5
425,Minden,Louisiana,32.6129,-93.286,2016,1,1,53,61,Elderly,23,Wind power,18,31,10,53,6
426,Bossier City,Louisiana,32.5159,-93.7321,2016,1,1,50,58,Children,25,Biomass,17,26,11,45,8
427,Natchitoches,Louisiana,31.7607,-93.0863,2016,1,1,44,52,Elderly,16,Hydroelectric,12,23,7,44,5
428,Opelousas,Louisiana,30.5335,-92.0815,2016,1,1,41,49,Children,18,Solar power,10,19,6,41,4
429,Pineville,Louisiana,31.3227,-92.434,2016,1,1,48,56,Elderly,21,Wind power,15,26,9,48,6
430,Thibodaux,Louisiana,29.7958,-90.8229,2016,1,1,43,51,Children,19,Biomass,13,22,7,43,5
431,West Monroe,Louisiana,32.5185,-92.147,2016,1,1,44,52,Elderly,20,Hydroelectric,14,23,8,44,5
432,Mandeville,Louisiana,30.3582,-90.0656,2016,1,1,45,53,Children,24,Solar power,14,25,8,45,5
433,Crowley,Louisiana,30.2141,-92.3747,2016,1,1,47,55,Elderly,19,Wind power,14,24,8,47,5
434,Bastrop,Louisiana,32.773,-91.916,2016,1,1,46,54,Children,21,Biomass,14,25,8,46,5
435,Mansfield,Louisiana,32.0335,-93.703,2016,1,1,49,57,Elderly,22,Hydroelectric,16,29,9,49,6
436,Zachary,Louisiana,30.648,-91.1563,2016,1,1,42,50,Children,26,Solar power,12,22,7,42,4
437,Eunice,Louisiana,30.4944,-92.4176,2016,1,1,44,52,Elderly,17,Wind power,13,22,7,44,5
438,Portland,Maine,43.6591,-70.2568,2016,1,1,28,34,Children,9,Wind power,6,14,4,28,3
439,Lewiston,Maine,44.1004,-70.2148,2016,1,1,29,35,Elderly,7,Biomass,7,17,4,29,3
440,Bangor,Maine,44.8016,-68.7712,2016,1,1,27,33,Children,9,Hydroelectric,5,13,3,27,2
441,South Portland,Maine,43.6415,-70.2419,2016,1,1,30,36,Elderly,8,Solar power,7,16,4,30,3
442,Auburn,Maine,44.0979,-70.2312,2016,1,1,28,34,Children,7,Wind power,6,15,4,28,3
443,Biddeford,Maine,43.4918,-70.4636,2016,1,1,31,37,Elderly,9,Biomass,8,18,5,31,3
444,Sanford,Maine,43.4399,-70.7748,2016,1,1,30,36,Children,8,Hydroelectric,7,16,4,30,3
445,Scarborough,Maine,43.5779,-70.3724,2016,1,1,29,35,Elderly,8,Solar power,7,17,4,29,3
446,Saco,Maine,43.5369,-70.4437,2016,1,1,31,37,Children,9,Wind power,8,18,5,31,3
447,Brunswick,Maine,43.9145,-69.9658,2016,1,1,27,33,Elderly,7,Biomass,6,15,4,27,2
448,Baltimore,Maryland,39.2904,-76.6122,2016,1,1,48,56,Children,40,Solar power,17,31,10,49,7
449,Frederick,Maryland,39.4142,-77.4105,2016,1,1,42,50,Elderly,18,Wind power,13,24,8,43,6
450,Rockville,Maryland,39.0839,-77.1532,2016,1,1,45,53,Children,31,Biomass,14,27,9,46,6
451,Gaithersburg,Maryland,39.1434,-77.2014,2016,1,1,47,55,Elderly,22,Hydroelectric,12,23,8,47,6
452,Annapolis,Maryland,38.9784,-76.4922,2016,1,1,43,51,Children,25,Solar power,15,29,10,44,7
453,Hagerstown,Maryland,39.6418,-77.7203,2016,1,1,39,47,Elderly,15,Wind power,11,20,7,40,6
454,Salisbury,Maryland,38.3655,-75.5996,2016,1,1,44,52,Children,20,Biomass,13,25,9,45,6
455,College Park,Maryland,38.9969,-76.9348,2016,1,1,46,54,Elderly,24,Hydroelectric,10,23,8,46,7
456,Laurel,Maryland,39.0993,-76.8483,2016,1,1,41,49,Children,19,Solar power,12,28,9,42,6
457,Greenbelt,Maryland,38.9966,-76.9337,2016,1,1,47,55,Elderly,21,Wind power,14,24,8,47,6
458,Takoma Park,Maryland,38.9779,-77.0075,2016,1,1,46,54,Children,18,Biomass,13,22,10,55,8
459,Baltimore,Maryland,39.2904,-76.6122,2016,1,1,64,72,Children,109,Wind power,24,36,16,65,15
460,Frederick,Maryland,39.4142,-77.4105,2016,1,1,52,60,Elderly,55,Solar power,17,27,12,56,11
461,Rockville,Maryland,39.0839,-77.1539,2016,1,1,54,62,Children,36,Biomass,19,30,14,58,12
462,Gaithersburg,Maryland,39.1434,-77.2014,2016,1,1,57,65,Elderly,42,Hydroelectric,20,31,14,60,13
463,Annapolis,Maryland,38.9784,-76.4922,2016,1,1,48,56,Children,29,Solar power,15,23,10,50,9
464,Hagerstown,Maryland,39.6418,-77.7207,2016,1,1,49,57,Elderly,20,Wind power,17,27,12,51,10
465,College Park,Maryland,38.9807,-76.9378,2016,1,1,60,68,Children,33,Hydroelectric,23,34,15,63,14
466,Greenbelt,Maryland,38.9966,-76.9337,2016,1,1,55,63,Elderly,22,Solar power,18,28,12,57,11
467,Laurel,Maryland,39.0993,-76.8483,2016,1,1,58,66,Children,27,Biomass,20,32,14,59,12
468,Westminster,Maryland,39.5754,-76.9958,2016,1,1,50,58,Elderly,17,Hydroelectric,16,25,11,53,10
469,Boston,Massachusetts,42.3601,-71.0589,2016,1,1,16,60,Elderly,10,Solar power,7,32,16,50,30
470,Worcester,Massachusetts,42.2626,-71.8023,2016,1,2,13,54,Children,5,Wind power,5,29,14,46,27
471,Springfield,Massachusetts,42.1015,-72.5898,2016,1,3,19,66,Low income,7,Hydroelectric,10,38,18,60,35
472,Lowell,Massachusetts,42.6334,-71.3162,2016,1,4,22,72,Respiratory problems,9,Solar power,13,44,20,70,41
473,Cambridge,Massachusetts,42.3736,-71.1097,2016,1,5,14,56,Elderly,6,Wind power,6,31,15,52,29
474,New Bedford,Massachusetts,41.6362,-70.9342,2016,1,6,18,64,Children,8,Solar power,9,37,17,58,33
475,Brockton,Massachusetts,42.0834,-71.0184,2016,1,7,20,68,Low income,9,Hydroelectric,11,41,19,65,38
476,Quincy,Massachusetts,42.2529,-71.0023,2016,1,8,15,58,Respiratory problems,6,Wind power,7,33,16,54,31
477,Lynn,Massachusetts,42.4668,-70.9495,2016,1,9,21,70,Elderly,9,Solar power,12,45,21,68,40
478,Fall River,Massachusetts,41.7015,-71.1551,2016,1,10,17,62,Children,7,Hydroelectric,8,35,17,56,32
479,Newton,Massachusetts,42.337,-71.2092,2016,1,11,12,50,Low income,4,Wind power,4,26,12,42,24
480,Boston,Massachusetts,42.3601,-71.0589,2016,1,1,6,25,Children,9,Solar power,15,12,8,32,7
481,Worcester,Massachusetts,42.2626,-71.8023,2016,1,2,8,35,Children,7,Wind power,18,14,9,29,9
482,Springfield,Massachusetts,42.1015,-72.5898,2016,1,3,9,40,Elderly,10,Solar power,20,17,11,33,12
483,Lowell,Massachusetts,42.6334,-71.3162,2016,1,4,7,30,Pregnant women,5,Wind power,16,13,10,28,8
484,Cambridge,Massachusetts,42.3736,-71.1097,2016,1,5,5,20,Elderly,6,Solar power,12,10,7,25,6
485,New Bedford,Massachusetts,41.6362,-70.9342,2016,1,6,10,45,Elderly,9,Wind power,22,19,12,37,14
486,Lynn,Massachusetts,42.4668,-70.9495,2016,1,7,7,30,Children,8,Solar power,16,14,9,29,8
487,Quincy,Massachusetts,42.2529,-71.0023,2016,1,8,6,25,Elderly,4,Wind power,14,11,8,27,7
488,Lowell,Massachusetts,42.6334,-71.3162,2016,1,19,7,30,Children,5,Solar power,16,12,8,27,7
489,Medford,Massachusetts,42.4184,-71.1062,2016,1,20,6,25,Pregnant women,4,Wind power,14,11,8,26,7
